,_id,consommation_energie,classe_consommation_energie,estimation_ges,surface_thermique_lot,classe_estimation_ges,annee_construction,tr002_type_batiment_description,code_insee_commune_actualise,geo_adresse,consommation_surface_ratio
1556,ukls9Jdgkghlirs4L9WZi,284.0,5.0,50.0,150.6,5.0,1948.0,Maison Individuelle,22190,9 Rue de la Forge 22490 Pleslin-Trigavou,1.8857901726427624
1559,YU45FietwbfPIDn9Wj4tD,71.0,2.0,16.0,84.3,3.0,1.0,Logement,25550,Rue des Sapins 25510 La Sommette,0.8422301304863583
1561,qHOrFUe5IeHn4FZk-1dLj,313.99,5.0,94.2,96.27,7.0,1980.0,Maison Individuelle,27554,33 Rond Point des Petits Bois 27950 La Chapelle-Longueville,3.2615560403033137
1566,egXvEtL6dxds4b6u3Cssw,196.0,4.0,8.0,90.0,2.0,1978.0,Maison Individuelle,30840,Avenue de la Condamine (Pont) Ladern-sur-Lauquet,2.1777777777777776
1569,oUvyJrPgpuyDNT3kdaZb7,228.05,4.0,42.16,160.0,5.0,1964.0,Maison Individuelle,33281,1 Rue Honoré de Balzac 33700 Mérignac,1.4253125
1570,Wt3kbSZryd5QGEfnz99vD,160.11,4.0,37.47,70.0,5.0,1970.0,Maison Individuelle,34172,3 Rue Monge 34070 Montpellier,2.2872857142857144
1572,Lyf-YUehEZZud0BaZjn4H,387.0,6.0,90.0,75.0,7.0,1948.0,Maison Individuelle,36000,Rue Georges Clemenceau (Pont) Gondecourt,5.16
1573,bbeorKLQV5YKBcOnFXttR,398.64,6.0,5.4,80.69,1.0,1930.0,Maison Individuelle,37053,7 Rue de Cornillé 37600 Chanceaux-près-Loches,4.940389143636138
1574,9ujSJ5j1xu0m0wOVAjuAz,134.57,3.0,31.49,62.66,4.0,1974.0,Logement,38485,53 Avenue du Vercors 38170 Seyssinet-Pariset,2.1476220874561123
1575,wr0CeqASVKZYQ-WnAdmdu,428.06,6.0,23.0,32.76,4.0,2006.0,Logement,39198,3 Avenue de la Paix 39100 Dole,13.066544566544568
1579,fnS0H-1syjPnGZfR-rWdT,263.03,5.0,8.56,46.42,2.0,1947.0,Maison Individuelle,43185,16 Place de la Liberation 43250 Sainte-Florine,5.666307626023265
1582,Myt59RFHo4f4FJT-mDFkp,211.64,4.0,8.65,46.7,2.0,2001.0,Maison Individuelle,46147,4 Rue des Vignes 46220 Lagardelle,4.531905781584582
1585,qn_ksS2pUxFcMBUto50zN,214.15,4.0,11.87,140.0,3.0,1999.0,Maison Individuelle,49007,5 Rue du Tambourin 49100 Angers,1.529642857142857
1586,1HRQ7WVSHv2yWbFHJzVQ4,376.0,6.0,88.0,35.0,7.0,1948.0,Logement,50100,Rue du Moulin de Frainaye 50240 Saint-James,10.742857142857142
1587,Ws3jUISjZ5xOSvB3C40mJ,127.67,3.0,29.87,80.0,4.0,1948.0,Maison Individuelle,51454,65 rue de Magneux 51100 Reims,1.595875
1589,-jHWyVfCEwadA8d3beXCu,373.97,6.0,69.43,65.79,6.0,1948.0,Logement,53064,Quai de la République (Pont) Verdun,5.684298525611795
1592,lkL29sd3VDXs8afMBFXxQ,246.68,5.0,12.5,70.65,3.0,1992.0,Logement,56121,41 Rue Jules Simon 56100 Lorient,3.491578202406228
1594,Ps5PygER1ypa5wv5gHeXg,271.0,5.0,8.0,102.0,2.0,1947.0,Maison Individuelle,58140,Le Bourg 58370 Larochemillay,2.656862745098039
1595,4Bv8Y3fOJ0zA39F2AktIF,173.0,4.0,30.0,104.0,4.0,1947.0,Maison Individuelle,59280,88 Rue du Marais 59151 Hamel,1.6634615384615385
1602,C9vEGump_3aRDjfGV-2fj,624.14,7.0,36.67,27.4,5.0,1970.0,Logement,66020,4 Route de la Serre 66210 Bolquère,22.778832116788323
1603,6ecHXHRT41DA2pYN_LKTw,299.0,5.0,50.0,48.0,5.0,1947.0,Logement,67150,Place de hotel ville Aix-en-Provence,6.229166666666667
1604,R6NiICgWvCWaiZip-eIRr,239.52,5.0,44.07,155.0,5.0,1947.0,Maison Individuelle,68294,19 Rue du Moulin 68160 Sainte-Croix-aux-Mines,1.5452903225806451
1606,g2GL2lBUVoLwp0JKEYZCL,608.0,7.0,17.0,136.0,3.0,1948.0,Maison Individuelle,70270,Route de Ronchamp 70400 Saulnot,4.470588235294118
1609,1Ou0is4ATVCTzVVfaIxP6,151.58,4.0,34.12,168.0,4.0,1991.0,Maison Individuelle,73059,147 Boulevard gaston mollex 73100 Brison-Saint-Innocent,0.9022619047619048
1611,L8N-Oy1oaDUsfD4EbVcXO,446.0,6.0,14.0,24.85,3.0,1947.0,Logement,75018,13 Rue Jean Pigeon 94220 Charenton-le-Pont,17.9476861167002
1615,G3E21NvLcr8YHsFTF0Os6,266.02,5.0,10.41,98.04,2.0,1983.0,Maison Individuelle,79356,27 Rue de la Gare 79150 Voulmentin,2.713382292941656
1617,H156_EB_Qm7g2Xdp5M4oS,134.0,3.0,36.0,105.37,5.0,1989.0,Maison Individuelle,81100,Chemin du Bosc 81700 Garrevaques,1.271709215146626
1619,RNoPZmzcaE4OLmlN1m0Lz,107.0,3.0,3.0,31.0,1.0,1948.0,Logement,83136,5 Rue des Favelouns 83340 Le Thoronet,3.4516129032258065
1622,Ze0CXq_9sTVRsNCpoR9y1,185.93,4.0,10.2,193.32,2.0,2006.0,Maison Individuelle,86271,Lieu Dit la Biterie 86110 Thurageau,0.9617732257397063
1623,zQj6Hl75o1vfUpbUJY2WS,229.17,4.0,11.27,117.3,3.0,2005.0,Maison Individuelle,87005,93 Route de Saint-just-le-martel 87220 Aureil,1.953708439897698
1625,-OTxmadXqDYPPSnKohUgj,421.0,6.0,9.0,105.0,2.0,1947.0,Maison Individuelle,89100,Rue des Fours Banaux 89690 Chéroy,4.0095238095238095
1626,wKYvthgi1E2D6QeIzGLwG,255.11,5.0,8.31,82.0,2.0,1930.0,Logement,90010,29 Rue Adolphe Thiers 90000 Belfort,3.11109756097561
1627,FBqJaoAZOISsRYVd1Bw2G,202.0,4.0,47.0,90.0,5.0,1983.0,Maison Individuelle,91600,34 Rue du Cimetière 91450 Soisy-sur-Seine,2.2444444444444445
1629,NjafccLaNzwqBUdhHppZW,473.0,7.0,15.0,30.0,3.0,1947.0,Logement,93200,Avenue du Président Wilson (Pont) Saint-Denis,15.766666666666667
1631,Q7ol598WqOoo2MQUoRsWz,433.0,6.0,103.0,64.1,7.0,1947.0,Logement,95510,5 Rue du Chateau 95650 Puiseux-Pontoise,6.755070202808113
1632,sz1QebfONhcFFHHwHtW6g,473.0,7.0,15.0,73.46,3.0,1947.0,Maison Individuelle,01160,Grand Rue 01210 Ferney-Voltaire,6.4388783011162545
1633,5n3ta7K_hjdljMmut9tNx,180.34,4.0,39.84,124.28,5.0,1978.0,Maison Individuelle,02543,9 Rue des Jonquilles 02470 Neuilly-Saint-Front,1.4510782104924365
1634,N2Jz959AlcgjvgfsldGVV,216.0,4.0,7.0,110.0,2.0,1947.0,Maison Individuelle,03170,Chemin des Vallons Arcizac-Adour,1.9636363636363636
1635,xaz2I-PaC2J_yfVyiTayV,230.0,4.0,69.0,65.0,6.0,1999.0,Maison Individuelle,04209,7 Avenue du Stade 04200 Sisteron,3.5384615384615383
1641,m_q08Gn6HLkvgHmUQKofg,182.0,4.0,54.0,122.5,5.0,1983.0,Maison Individuelle,10390,2 Rue du Moulin 10200 Urville,1.4857142857142858
1642,_b-ijW2v8Krn86yO-Vabw,256.23,5.0,10.95,26.05,2.0,1980.0,Logement,11202,27 Résidence les Nefs des Sables 11370 Leucate,9.836084452975049
1643,q2m8Il2HmTGwP5_06PRqW,365.0,6.0,98.0,155.31,7.0,1948.0,Maison Individuelle,12250,Avenue Hippolyte Puech (Pont) Tournemire,2.3501384328117956
1645,pqb-IWPcHOpozf9rjrenx,105.77,3.0,24.75,161.0,4.0,2005.0,Maison Individuelle,14407,3 Rue du Grand Clos 14920 Mathieu,0.6569565217391304
1646,twQPkLfPCywm7Gi8HCCQ2,447.0,6.0,26.0,51.7,4.0,1988.0,Logement,15120,2 Rue du Docteur Mallet 15200 Mauriac,8.646034816247582
1647,J35Xh_VtEbuMav7oh8LdV,150.38,3.0,7.82,195.0,2.0,2005.0,Maison Individuelle,16001,6 RUE DES AULNES 16500 Abzac,0.7711794871794871
1649,JedN5sQRfcsg831dx7mvn,38.59,1.0,1.26,68.0,1.0,1900.0,Maison Individuelle,18020,5 Rue des Vignes 18300 Bannay,0.5675
1655,rjzITG6L4ZmpHacSxwJtl,278.0,5.0,15.0,142.0,3.0,2001.0,Maison Individuelle,25870,Chemin-des-Combes Gissey-sur-Ouche,1.9577464788732395
1659,u5IqVHU_IXhK9peotLbyT,312.96,5.0,10.18,92.32,2.0,1930.0,Maison Individuelle,29093,Moulin Neuf 29260 Kernilis,3.389948006932409
1665,qBtCjcoqkYNhNKQjXAxXz,228.05,4.0,42.16,160.0,5.0,1964.0,Maison Individuelle,33281,1 Rue Honoré de Balzac 33700 Mérignac,1.4253125
1670,mf_MVQSK46q9E-mbZzRTB,134.49,3.0,31.47,62.68,4.0,1974.0,Logement,38485,45 Avenue du Vercors 38170 Seyssinet-Pariset,2.145660497766433
1676,VLl-LgOKFn4ktKHJUtcW8,246.94,5.0,74.08,145.43,6.0,1900.0,Maison Individuelle,44028,53 Rue de Bel Air 44850 Le Cellier,1.6979990373375506
1677,pShcDNkOLKXwPE7vpsltx,253.94,5.0,8.26,150.0,2.0,1870.0,Maison Individuelle,45083,fontaine de chevry 45220 Château-Renard,1.6929333333333334
1678,a_s2bd54DVmD9o5kPuTcL,297.0,5.0,14.0,72.5,3.0,2000.0,Logement,46225,20 Avenue du Colonel Pardes 46220 Prayssac,4.096551724137931
1681,e0WsT0Yakml2CzSaf4ilG,220.88,4.0,12.34,140.0,3.0,1999.0,Maison Individuelle,49007,6 Rue du Tambourin 49100 Angers,1.5777142857142856
1682,kp4fj7OT2HDBQA8kn13r1,398.0,6.0,19.0,30.0,3.0,1948.0,Logement,50100,Rue du Moulin de Frainaye 50240 Saint-James,13.266666666666667
1684,0lBOurVNdLrNQyIhPk_Du,602.0,7.0,37.0,81.0,5.0,1975.0,Maison Individuelle,52320,7 Rue de la Gare 52240 Merrey,7.432098765432099
1685,aIHb_khIKCVUxbJXXMDS3,175.0,4.0,40.95,80.41,5.0,1974.0,Maison Individuelle,53097,16 Rue de Plaisance 53600 Évron,2.1763462255938317
1686,nX7j5LfmKvmMo-wGdjOIl,174.0,4.0,40.0,118.93,5.0,1989.0,Maison Individuelle,54500,1 Rue de la Ferree 54170 Selaincourt,1.4630454889430757
1688,RroikB4w0QiJCGIdcaWIB,278.85,5.0,14.11,58.02,3.0,1984.0,Logement,56083,41 Route de Lochrist 56700 Hennebont,4.806101344364013
1689,6GeC7DVdvAgQCick0nH1W,656.4,7.0,34.78,88.0,4.0,1954.0,Maison Individuelle,57618,70 Rue du 18 Juin 57820 Saint-Louis,7.459090909090909
1691,VPQx8woLKN_GGXaW5wAv_,610.95,7.0,35.85,21.47,4.0,1948.0,Logement,59350,39 Rue de Roubaix 59800 Lille,28.45598509548207
1692,f5Z1TKfBRIBKdzRKMRrMa,284.0,5.0,9.0,74.16,2.0,1.0,Maison Individuelle,60430,Rue de Pierrefonds 60127 Morienval,3.829557713052859
1695,N1TrH6TuxnjgZge3RatHf,223.0,4.0,12.0,116.0,3.0,2006.0,Maison Individuelle,63260,Rue de la Forge 63880 Olmet,1.9224137931034482
1696,SuWIfyymQgMsSkB4vTMca,74.0,2.0,17.0,51.0,3.0,2001.0,Logement,64102,Chemin du Moulin de Habas 64100 Bayonne,1.4509803921568627
1698,SETE9fig6ZPUzL5emJ6UQ,594.47,7.0,34.6,27.4,4.0,1970.0,Logement,66020,4 Route de la Serre 66210 Bolquère,21.695985401459858
1699,dPNJU_jaV6jXXnqi4NH0P,215.0,4.0,50.0,90.0,5.0,1947.0,Logement,67100,16 Rue Principale 67170 Donnenheim,2.388888888888889
1700,TvlMVeWL6oAZ5EQhTHACp,419.0,6.0,11.0,62.15,3.0,1947.0,Maison Individuelle,68440,Rue du Général de Gaulle (Pont) Saint-Sébastien-sur-Loire,6.741753821399839
1702,ZOCyhR38OcvmFCWda6emV,227.0,4.0,11.0,147.0,3.0,2007.0,Maison Individuelle,70413,2c Rue de la Chaillee 70290 Plancher-Bas,1.5442176870748299
1704,fkKBLmE9ocVHtB0skt702,137.0,3.0,28.0,183.0,4.0,1947.0,Maison Individuelle,72300,4 Rue du Porche 72470 Saint-Mars-la-Brière,0.7486338797814208
1707,5NhmDlKdiiAiqqKeLfYv7,164.0,4.0,32.0,56.87,4.0,1.0,Logement,75019,12 Rue Sainte-catherine 92290 Châtenay-Malabry,2.8837700017583963
1711,1SMP6-V7Z7tAKCrbmpPxM,321.93,5.0,53.83,92.81,5.0,1947.0,Maison Individuelle,79049,48 Boulevard de la Republique 79300 Bressuire,3.4686994935890527
1712,mTpesqD2dzmXBQn-LpfEf,497.0,7.0,30.0,144.5,4.0,1975.0,Maison Individuelle,80150,Rue de Péronne 80200 Buire-Courcelles,3.4394463667820068
1717,Rsw8pOwzyvOiS6cbss-aq,224.07,4.0,11.04,199.56,3.0,1975.0,Maison Individuelle,85047,26 Chemin des fougères 85300 Challans,1.1228202044497895
1718,ooRJYEF5TT23Z01mnzzTG,230.69,4.0,11.85,103.62,3.0,2007.0,Maison Individuelle,86062,5 Rue du Commerce 86360 Chasseneuil-du-Poitou,2.226307662613395
1719,THl_dCvVj-JjSWms3DA1-,229.17,4.0,11.27,117.3,3.0,2005.0,Maison Individuelle,87005,93 Route de Saint-just-le-martel 87220 Aureil,1.953708439897698
1720,Br0BAnuBV7mjUkSTYslJx,240.0,5.0,56.0,132.0,6.0,1947.0,Maison Individuelle,88210,Rue de la Gitte 88270 Gorhey,1.8181818181818181
1721,fZp97IypL137rBxdGAH-B,421.0,6.0,9.0,105.0,2.0,1947.0,Maison Individuelle,89100,Rue des Fours Banaux 89690 Chéroy,4.0095238095238095
1722,mo9iz88elbDajzd-bXq0Q,276.16,5.0,64.62,64.0,6.0,1930.0,Logement,90029,6 Impasse de la Forêt 90300 Cravanche,4.315
1734,yQaOFc-bXyai7LAKfv-XG,218.0,4.0,12.0,127.0,3.0,1978.0,Maison Individuelle,07400,Chemin de Peyre Sabres,1.7165354330708662
1735,A9o83u9vad9W4ll4jcUU5,189.0,4.0,23.0,127.0,4.0,1974.0,Maison Individuelle,08333,1 Rue de l’Argonne 08250 Olizy-Primat,1.4881889763779528
1738,7Etm3BgNOfQXE6OYBEbwG,258.12,5.0,11.69,29.65,3.0,1977.0,Logement,11202,Résidence Marysable 11370 Leucate,8.705564924114672
1740,josxRqHeU0PN3QNNxQdc7,90.89,2.0,27.26,166.0,4.0,2001.0,Maison Individuelle,13032,Lotissement les Sauries 13510 Éguilles,0.5475301204819277
1741,dcFlsV5cpQXMM3oPnr0p9,124.29,3.0,29.08,161.0,4.0,2005.0,Maison Individuelle,14407,3 Rue du Grand Clos 14920 Mathieu,0.7719875776397516
1744,elRcL3Iu57vrhRUu0r5ad,288.29,5.0,14.22,62.0,3.0,2003.0,Maison Individuelle,17444,4 Rue Antoine Guinot 17460 Thénac,4.64983870967742
1745,uvj2xUchAnEGY7-admrMh,376.24,6.0,18.65,85.58,3.0,1997.0,Maison Individuelle,18015,27 Route des Naudins 18700 Aubigny-sur-Nère,4.396354288385137
1752,tMxAuOt9FdQxKE1rw-cbW,141.0,3.0,33.0,146.75,4.0,1947.0,Maison Individuelle,26140,Rue de la Viale 26750 Geyssans,0.9608177172061328
1755,dSLo-lavrWIBSI79Hy7ge,320.8,5.0,15.63,105.0,3.0,1974.0,Maison Individuelle,29136,Lieu Dit Menez Lann 29310 Locunolé,3.0552380952380953
1758,SiT9sKul4o-EkNhvwg567,203.0,4.0,34.0,94.0,4.0,1948.0,Maison Individuelle,30290,Impasse des Oliviers 30130 Saint-Paulet-de-Caisson,2.1595744680851063
1761,lCpeSIBDFodsoaXvMrkbx,229.95,4.0,53.81,67.32,5.0,1972.0,Logement,33281,125 Avenue de la Libération 33700 Mérignac,3.415775401069519
1765,MLph8KBipXh6b0ur2uh6r,339.54,6.0,17.26,148.0,3.0,1980.0,Maison Individuelle,37103,3 Rue Alfred de Vigny 37240 Esves-le-Moutier,2.2941891891891895
1766,Ug_vOAQ4mBD3XBsIKpDNI,267.0,5.0,14.0,95.7,3.0,2009.0,Maison Individuelle,38260,Route du Mont 38460 Moras,2.7899686520376177
1767,pffG0NKB-L_czsw6rh8ez,110.95,3.0,25.96,91.41,4.0,2000.0,Maison Individuelle,39198,58h Chemin des Rivières 39100 Dole,1.213762170440871
1768,EBGDu0-dSCUUQgysHpjzS,79.0,2.0,3.0,270.0,1.0,1974.0,Maison Individuelle,40090,Route de Caupenne 40360 Donzacq,0.29259259259259257
1772,aculVRcZqjZPJQP0hcqYd,194.0,4.0,45.0,145.0,5.0,1975.0,Maison Individuelle,44125,2 rue du cerne du moulin 44420 Piriac-sur-Mer,1.3379310344827586
1773,L5nLIG_23R-g7fod7CJKg,853.42,7.0,54.74,12.64,5.0,1974.0,Logement,45208,Boulevard John Kennedy 45200 Montargis,67.51740506329114
1778,HhYwQTfq9yy3uSTKmNLgX,253.0,5.0,59.0,56.0,6.0,1948.0,Logement,50100,Rue du Moulin de Frainaye 50240 Saint-James,4.517857142857143
1779,bOoaBnub08P1BdJxbQ9qy,280.0,5.0,62.0,82.0,6.0,1948.0,Maison Individuelle,51240,Rue des Juifs 51340 Étrepy,3.4146341463414633
1780,OxBIcupCpoVPYw6HEOON6,364.0,6.0,18.0,130.0,3.0,1948.0,Maison Individuelle,52300,Ruelle de la Fontaine 52130 Magneux,2.8
1781,3lNsD0rsc1enNEptfVrY0,92.04,3.0,21.54,104.68,4.0,2006.0,Maison Individuelle,53097,Rue de Plaisance 53600 Évron,0.8792510508215514
1784,m7YTT0nUfRNQjYY-yNGne,259.93,5.0,51.05,93.92,5.0,1984.0,Maison Individuelle,56193,6 Allee du Parc Drenne 56670 Riantec,2.7675681431005112
1785,LPfdh_dIhJXkIX0b4ea2p,293.27,5.0,87.98,150.0,7.0,1954.0,Maison Individuelle,57288,7 Rue Principale 57880 Ham-sous-Varsberg,1.9551333333333332
1787,taPPNt4kCFPhWa1mWXer0,251.0,5.0,13.0,69.72,3.0,1948.0,Maison Individuelle,59223,9 Rue d'Ors 59550 Le Favril,3.600114744693058
1788,9DkYe3-sLXhXWNov6l4Q_,294.33,5.0,9.58,211.0,2.0,1948.0,Maison Individuelle,60346,11 Avenue de la Libération 60260 Lamorlaye,1.3949289099526065
1789,iK9TkOHHQ1qzUiC-cfDOS,178.89,4.0,9.1,88.0,2.0,2000.0,Maison Individuelle,61006,6 Rue de Coulandon 61200 Argentan,2.032840909090909
1791,D1RzWxwZerhf9NzMiW05V,124.15,3.0,29.05,70.08,4.0,1974.0,Logement,63113,23 rue du Château des Vergnes 63100 Clermont-Ferrand,1.7715468036529682
1794,XEgNra3J39T2HGu0pDpZA,560.81,7.0,32.61,31.2,4.0,1970.0,Logement,66020,4 Route de la Serre 66210 Bolquère,17.974679487179486
1797,42k8_X13zVtGBzRDyZJHe,738.0,7.0,24.0,29.96,4.0,1947.0,Logement,69007,Rue de la Félodière 69420 Ampuis,24.632843791722294
1801,HS3C8aNNX_oyAzsIUm3vU,410.0,6.0,123.0,60.0,7.0,1948.0,Maison Individuelle,73260,Chemin de la côte 73240 Saint-Genix-les-Villages,6.833333333333333
1802,BA_6U5g4j7uw2SjoRftBC,528.0,7.0,29.0,14.85,4.0,1948.0,Logement,74110,Route de la résistance 74130 Glières-Val-de-Borne,35.55555555555556
1806,kTNpv5zmQrJtwN-6PB8ta,188.0,4.0,44.0,165.0,5.0,1989.0,Maison Individuelle,78600,2bis Chemin des Vignes 91450 Soisy-sur-Seine,1.1393939393939394
1807,a-rh2AmkRBjuYc99m_tJ3,414.14,6.0,21.45,42.89,4.0,1949.0,Maison Individuelle,79103,35 Rue Saillard du Rivault 79440 Courlay,9.65586383772441
1810,95CgGAPV_fiFAoPXwBrrE,163.45,4.0,6.94,86.39,2.0,2006.0,Maison Individuelle,82027,Lotissement des Platanes 82370 Campsas,1.8920013890496583
1814,XO2qm_X1PNbjq1PF0cz2L,219.84,4.0,9.13,41.17,2.0,2003.0,Logement,86016,24 Rue de la Gare 86170 Avanton,5.339810541656546
1816,WWCCJ5_tzwITky4nYRZIg,206.0,4.0,48.0,86.0,5.0,1948.0,Maison Individuelle,88210,Rue du Ruisseau 88270 Gorhey,2.395348837209302
1817,Gakii8Kz6x1sZLydaoZw_,421.0,6.0,9.0,105.0,2.0,1947.0,Maison Individuelle,89100,Rue des Fours Banaux 89690 Chéroy,4.0095238095238095
1818,r8tBRo9RQYkgADIU7-i6E,282.97,5.0,66.22,117.0,6.0,1850.0,Maison Individuelle,90012,12 Rue des Lilas 90160 Bessoncourt,2.4185470085470087
1819,L_ahYwSAqkId49t-DdLoQ,229.0,4.0,53.0,82.84,5.0,1948.0,Maison Individuelle,91200,27 Rue Saint Pierre 91410 Dourdan,2.764365041042974
1822,bJi6nk-Kzk8duk3lyYv47,257.14,5.0,77.14,80.0,6.0,1905.0,Logement,94052,17 Rue des Defenseurs de Verdun 94130 Nogent-sur-Marne,3.21425
1823,aszCtCKYsqBN675fVw_Qn,449.32,6.0,86.33,63.27,7.0,1969.0,Logement,95019,110 Rue Jean Jaurès 95400 Arnouville,7.101627943733207
1826,JuMAugwNTAzJd3qPg5ZEv,543.7,7.0,127.23,73.33,7.0,1966.0,Maison Individuelle,03140,4 Rue des Sauzes 03100 Lavault-Sainte-Anne,7.4144279285422074
1831,cgUT-iXs_Ml9_ZWqyoLaT,135.0,3.0,4.0,118.0,1.0,2012.0,Maison Individuelle,08450,Chemin de Mezieres 08090 This,1.1440677966101696
1833,NhkPuZaqVCSP9hBdOX1cK,218.0,4.0,46.0,80.0,5.0,1975.0,Maison Individuelle,10390,16 Rue des Vignes 10200 Urville,2.725
1836,-iAJQVAbk7zBN8N2wVSLf,143.96,3.0,33.69,60.87,4.0,1960.0,Logement,13055,80 Rue des Trois Freres Carasso 13004 Marseille,2.3650402497125023
1837,aI2wXj41IeFd6RKHQDNjn,124.29,3.0,29.08,161.0,4.0,2005.0,Maison Individuelle,14407,3 Rue du Grand Clos 14920 Mathieu,0.7719875776397516
1841,jlKEcVFssWjgmICjI3nWj,369.57,6.0,12.03,122.35,3.0,1947.0,Maison Individuelle,18205,97 Chemin des Rogerets 18230 Saint-Doulchard,3.0205966489579077
1843,--vW47rvcOhXQJDKjHnfp,318.14,5.0,55.17,65.41,5.0,1947.0,Logement,21231,53 Rue Clément Janin 21000 Dijon,4.863782296284972
1849,YS_eIlyOej9Qfoth1zNvq,67.0,2.0,1.0,97.66,1.0,1947.0,Maison Individuelle,27400,Allee de la Madrie 27640 Merey,0.6860536555396273
1851,UKKsw2ghloBgUaWQbDeJS,709.43,7.0,44.95,28.0,5.0,1974.0,Logement,29002,5 Place de la Mairie 29300 Arzano,25.336785714285714
1857,aHKXZu2e02Utl-U2RcTgQ,119.12,3.0,26.37,210.0,4.0,1956.0,Maison Individuelle,33281,24 Rue Fustel de Coulanges 33700 Mérignac,0.5672380952380952
1858,5IoFHglmuspmKrZlQEA65,303.0,5.0,71.0,57.24,6.0,1948.0,Logement,34090,5 Rue des Faïsses 34920 Le Crès,5.29350104821803
1861,xaCP1wYEQaywYRoXjnqRM,291.69,5.0,66.2,93.5,6.0,1900.0,Maison Individuelle,37001,7 Rue Rabelais 37160 Abilly,3.1196791443850267
1862,APaGF0LZnmaNdkYQdC42a,140.73,3.0,32.93,75.51,4.0,1974.0,Logement,38421,4 Rue Honoré Daumier 38400 Saint-Martin-d'Hères,1.863726658720699
1863,Hmc3iZfSp3jiU9Zcyzze4,467.38,7.0,132.74,79.25,7.0,1948.0,Maison Individuelle,39245,26 Route de Chaussin 39120 Gatey,5.897539432176656
1866,bC_rQznt6OHY1zntGQJZ2,115.0,3.0,26.0,138.0,4.0,2006.0,Maison Individuelle,42320,Rue du Genêt d'Or 42320 Valfleury,0.8333333333333334
1870,JljFMPiFrzKMhEgN-G7rU,436.0,6.0,25.0,77.58,4.0,1978.0,Maison Individuelle,46400,Chemin des 4 Vents Morbier,5.620005155968033
1875,6bFShOnBFbdqpsF4omAB7,132.0,3.0,31.0,192.0,4.0,1989.0,Maison Individuelle,51160,18 Rue Pasteur 51510 Compertrix,0.6875
1877,aydBYKpKLDmywjHXdmbnk,156.0,4.0,46.0,127.06,5.0,1947.0,Maison Individuelle,53170,Route de Bretagne 53300 Oisseau,1.2277664095702818
1878,uZdu1N9WNFVii3Uocj4_3,226.0,4.0,53.0,79.0,5.0,1950.0,Logement,54395,220 Avenue de la Libération 54000 Nancy,2.8607594936708862
1882,-0-MeYU11ZpWQWp5BdZH5,315.0,5.0,66.0,66.0,6.0,1974.0,Maison Individuelle,58103,8 Rue des Champs 58530 Dornecy,4.7727272727272725
1883,_UXrS1eYd03Vs-yvUOJZe,320.72,5.0,75.05,90.6,6.0,1948.0,Maison Individuelle,59059,Rue de Viesly 59540 Beaumont-en-Cambrésis,3.5399558498896253
1885,G7OQjGGh7vH8pnprPJdZh,151.72,4.0,45.52,92.0,5.0,1948.0,Maison Individuelle,61068,Le Vesque 61500 Bursard,1.6491304347826088
1890,RZQ7HbkMSIZT141EsKFec,173.18,4.0,7.94,107.55,2.0,1965.0,Maison Individuelle,66065,5 Route de Latour-bas-elne 66200 Elne,1.6102278010227802
1893,-voZphwHS2XJSGVlbPnVJ,207.6,4.0,6.76,28.46,2.0,1800.0,Logement,69123,3 Place Marcel Bertone 69004 Lyon,7.294448348559381
1894,wU_vQvYTVl-0f5TJ3-vZr,95.36,3.0,22.32,117.0,4.0,1947.0,Maison Individuelle,70285,22 Rue Rochet 70400 Héricourt,0.8150427350427351
1896,n3IW3Fz7gcbKLe8sYE8TP,161.0,4.0,30.0,328.0,4.0,1947.0,Maison Individuelle,72200,Place de l'Eglise 72230 Moncé-en-Belin,0.49085365853658536
1897,B5pUTMw1b1GWnljeKZdyV,315.0,5.0,94.0,60.0,7.0,1947.0,Maison Individuelle,73260,Chemin de la côte 73240 Saint-Genix-les-Villages,5.25
1898,cX6IN4S_rj3zm8_UbNzxm,596.0,7.0,33.0,21.4,4.0,1948.0,Logement,74110,Route de la résistance 74130 Glières-Val-de-Borne,27.850467289719628
1903,I9erG4-3CYvlj1j6hi6xV,177.0,4.0,3.0,252.58,1.0,1947.0,Maison Individuelle,79220,Rue du Lavoir 79210 Prin-Deyrançon,0.7007680734816691
1905,BzJh-QuuIvkV6zZjrtk1J,521.0,7.0,31.0,61.26,4.0,1948.0,Maison Individuelle,81160,19 Rue du Barry 81110 Massaguel,8.504733920992491
1906,OYGefP7htBhLzkilKLHnv,139.46,3.0,5.11,93.46,1.0,2006.0,Maison Individuelle,82121,Lotissement le Clos des Tamaris 82000 Montauban,1.4921891718382196
1910,x_IWR2vOd6TRsa4mFNxZM,193.42,4.0,49.46,200.0,5.0,1900.0,Maison Individuelle,86039,Rue de la Traverse 86510 Brux,0.9671
1911,Udi5up8ku08hXWUIe3xxq,468.83,7.0,93.73,103.0,7.0,1959.0,Maison Individuelle,87131,2 Impasse de la Maluche 87720 Saillat-sur-Vienne,4.551747572815533
1912,S9HZH13aAPAY2XB3p0gIA,174.36,4.0,40.8,179.0,5.0,1949.0,Maison Individuelle,88160,43 Avenue des Templiers 88000 Épinal,0.9740782122905028
1914,6Yc1szVq_VtB4Q3q4zf3-,277.56,5.0,64.95,140.0,6.0,1989.0,Maison Individuelle,90039,6 Rue Patte de velours 90850 Essert,1.9825714285714287
